2022-09-06 11:55:58,648 Starting new HTTPS connection (1): api.coingecko.com:443
2022-09-06 11:55:58,885 https://api.coingecko.com:443 "GET /api/v3/simple/price?ids=bitcoin,cosmos,polkadot,zebec-protocol,helium,mina-protocol,acala,chia,kusama,near,flow,solana,oasis-network,internet-computer,ethereum,compound-coin,immutable-x,optimism,dydx,nym,karura,astar,shiden,kintsugi,interlay,binancecoin,moonriver,avalanche-2,forta,vega-coin,project-galaxy,the-open-network,bitdao,filecoin,casper-network,acala-dollar,neutrino,agoric,tether,usd-coin,binance-usd,dai&vs_currencies=usd HTTP/1.1" 200 None
2022-09-06 11:56:09,078 https://api.coingecko.com:443 "GET /api/v3/simple/price?ids=bitcoin,cosmos,polkadot,zebec-protocol,helium,mina-protocol,acala,chia,kusama,near,flow,solana,oasis-network,internet-computer,ethereum,compound-coin,immutable-x,optimism,dydx,nym,karura,astar,shiden,kintsugi,interlay,binancecoin,moonriver,avalanche-2,forta,vega-coin,project-galaxy,the-open-network,bitdao,filecoin,casper-network,acala-dollar,neutrino,agoric,tether,usd-coin,binance-usd,dai&vs_currencies=usd HTTP/1.1" 200 None
2022-09-06 11:56:19,320 https://api.coingecko.com:443 "GET /api/v3/simple/price?ids=bitcoin,cosmos,polkadot,zebec-protocol,helium,mina-protocol,acala,chia,kusama,near,flow,solana,oasis-network,internet-computer,ethereum,compound-coin,immutable-x,optimism,dydx,nym,karura,astar,shiden,kintsugi,interlay,binancecoin,moonriver,avalanche-2,forta,vega-coin,project-galaxy,the-open-network,bitdao,filecoin,casper-network,acala-dollar,neutrino,agoric,tether,usd-coin,binance-usd,dai&vs_currencies=usd HTTP/1.1" 200 None
2022-09-06 11:56:29,353 https://api.coingecko.com:443 "GET /api/v3/simple/price?ids=bitcoin,cosmos,polkadot,zebec-protocol,helium,mina-protocol,acala,chia,kusama,near,flow,solana,oasis-network,internet-computer,ethereum,compound-coin,immutable-x,optimism,dydx,nym,karura,astar,shiden,kintsugi,interlay,binancecoin,moonriver,avalanche-2,forta,vega-coin,project-galaxy,the-open-network,bitdao,filecoin,casper-network,acala-dollar,neutrino,agoric,tether,usd-coin,binance-usd,dai&vs_currencies=usd HTTP/1.1" 200 None
2022-09-06 11:56:39,383 https://api.coingecko.com:443 "GET /api/v3/simple/price?ids=bitcoin,cosmos,polkadot,zebec-protocol,helium,mina-protocol,acala,chia,kusama,near,flow,solana,oasis-network,internet-computer,ethereum,compound-coin,immutable-x,optimism,dydx,nym,karura,astar,shiden,kintsugi,interlay,binancecoin,moonriver,avalanche-2,forta,vega-coin,project-galaxy,the-open-network,bitdao,filecoin,casper-network,acala-dollar,neutrino,agoric,tether,usd-coin,binance-usd,dai&vs_currencies=usd HTTP/1.1" 200 None
2022-09-06 11:56:49,417 https://api.coingecko.com:443 "GET /api/v3/simple/price?ids=bitcoin,cosmos,polkadot,zebec-protocol,helium,mina-protocol,acala,chia,kusama,near,flow,solana,oasis-network,internet-computer,ethereum,compound-coin,immutable-x,optimism,dydx,nym,karura,astar,shiden,kintsugi,interlay,binancecoin,moonriver,avalanche-2,forta,vega-coin,project-galaxy,the-open-network,bitdao,filecoin,casper-network,acala-dollar,neutrino,agoric,tether,usd-coin,binance-usd,dai&vs_currencies=usd HTTP/1.1" 200 None
2022-09-06 11:56:59,589 https://api.coingecko.com:443 "GET /api/v3/simple/price?ids=bitcoin,cosmos,polkadot,zebec-protocol,helium,mina-protocol,acala,chia,kusama,near,flow,solana,oasis-network,internet-computer,ethereum,compound-coin,immutable-x,optimism,dydx,nym,karura,astar,shiden,kintsugi,interlay,binancecoin,moonriver,avalanche-2,forta,vega-coin,project-galaxy,the-open-network,bitdao,filecoin,casper-network,acala-dollar,neutrino,agoric,tether,usd-coin,binance-usd,dai&vs_currencies=usd HTTP/1.1" 200 None
2022-09-06 11:57:09,735 https://api.coingecko.com:443 "GET /api/v3/simple/price?ids=bitcoin,cosmos,polkadot,zebec-protocol,helium,mina-protocol,acala,chia,kusama,near,flow,solana,oasis-network,internet-computer,ethereum,compound-coin,immutable-x,optimism,dydx,nym,karura,astar,shiden,kintsugi,interlay,binancecoin,moonriver,avalanche-2,forta,vega-coin,project-galaxy,the-open-network,bitdao,filecoin,casper-network,acala-dollar,neutrino,agoric,tether,usd-coin,binance-usd,dai&vs_currencies=usd HTTP/1.1" 200 None
2022-09-06 11:57:19,867 https://api.coingecko.com:443 "GET /api/v3/simple/price?ids=bitcoin,cosmos,polkadot,zebec-protocol,helium,mina-protocol,acala,chia,kusama,near,flow,solana,oasis-network,internet-computer,ethereum,compound-coin,immutable-x,optimism,dydx,nym,karura,astar,shiden,kintsugi,interlay,binancecoin,moonriver,avalanche-2,forta,vega-coin,project-galaxy,the-open-network,bitdao,filecoin,casper-network,acala-dollar,neutrino,agoric,tether,usd-coin,binance-usd,dai&vs_currencies=usd HTTP/1.1" 200 None
2022-09-06 11:57:29,896 https://api.coingecko.com:443 "GET /api/v3/simple/price?ids=bitcoin,cosmos,polkadot,zebec-protocol,helium,mina-protocol,acala,chia,kusama,near,flow,solana,oasis-network,internet-computer,ethereum,compound-coin,immutable-x,optimism,dydx,nym,karura,astar,shiden,kintsugi,interlay,binancecoin,moonriver,avalanche-2,forta,vega-coin,project-galaxy,the-open-network,bitdao,filecoin,casper-network,acala-dollar,neutrino,agoric,tether,usd-coin,binance-usd,dai&vs_currencies=usd HTTP/1.1" 200 None
